games                                      ,country ,sport ,gold ,silver ,bronze ,men ,women
2012_london_olympics                       ,HUN     ,GAR   ,   1 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,IRL     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,ISR     ,GAR   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,ITA     ,GAR   ,   0 ,     0 ,     1 ,  5 ,    5
2012_london_olympics                       ,JPN     ,GAR   ,   1 ,     2 ,     0 ,  5 ,    5
2012_london_olympics                       ,KAZ     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,KOR     ,GAR   ,   1 ,     0 ,     0 ,  5 ,    1
2012_london_olympics                       ,LAT     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,LTU     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,MEX     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,NED     ,GAR   ,   1 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,POL     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,POR     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,PUR     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ROU     ,GAR   ,   1 ,     1 ,     1 ,  5 ,    5
2012_london_olympics                       ,RUS     ,GAR   ,   1 ,     3 ,     4 ,  5 ,    5
2012_london_olympics                       ,SGP     ,GAR   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,SLO     ,GAR   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,SUI     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,SVK     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,SWE     ,GAR   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,TUN     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,TUR     ,GAR   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,UKR     ,GAR   ,   0 ,     0 ,     1 ,  5 ,    1
2012_london_olympics                       ,USA     ,GAR   ,   3 ,     1 ,     2 ,  5 ,    5
2012_london_olympics                       ,VEN     ,GAR   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,VIE     ,GAR   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,ARG     ,HOC   ,   0 ,     1 ,     0 , 16 ,   15
2012_london_olympics                       ,AUS     ,HOC   ,   0 ,     0 ,     1 , 16 ,   16
2012_london_olympics                       ,BEL     ,HOC   ,   0 ,     0 ,     0 , 16 ,   16
2012_london_olympics                       ,CHN     ,HOC   ,   0 ,     0 ,     0 ,  0 ,   16
2012_london_olympics                       ,ESP     ,HOC   ,   0 ,     0 ,     0 , 18 ,    0
2012_london_olympics                       ,GBR     ,HOC   ,   0 ,     0 ,     1 , 16 ,   16
2012_london_olympics                       ,GER     ,HOC   ,   1 ,     0 ,     0 , 16 ,   16
2012_london_olympics                       ,IND     ,HOC   ,   0 ,     0 ,     0 , 16 ,    0
2012_london_olympics                       ,JPN     ,HOC   ,   0 ,     0 ,     0 ,  0 ,   16
2012_london_olympics                       ,KOR     ,HOC   ,   0 ,     0 ,     0 , 16 ,   16
2012_london_olympics                       ,NED     ,HOC   ,   1 ,     1 ,     0 , 17 ,   16
2012_london_olympics                       ,NZL     ,HOC   ,   0 ,     0 ,     0 , 16 ,   16
2012_london_olympics                       ,PAK     ,HOC   ,   0 ,     0 ,     0 , 16 ,    0
2012_london_olympics                       ,RSA     ,HOC   ,   0 ,     0 ,     0 , 17 ,   16
2012_london_olympics                       ,USA     ,HOC   ,   0 ,     0 ,     0 ,  0 ,   16
2012_london_olympics                       ,ARG     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,AUS     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,AUT     ,MTB   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,BEL     ,MTB   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,BRA     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CAN     ,MTB   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,CHN     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,COL     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,CRC     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CYP     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CZE     ,MTB   ,   1 ,     0 ,     0 ,  3 ,    1
2012_london_olympics                       ,ESP     ,MTB   ,   0 ,     0 ,     0 ,  3 ,    0
2012_london_olympics                       ,FRA     ,MTB   ,   1 ,     0 ,     0 ,  3 ,    2
2012_london_olympics                       ,GBR     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,GER     ,MTB   ,   0 ,     1 ,     0 ,  3 ,    2
2012_london_olympics                       ,GRE     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,GUM     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,HKG     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,HUN     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ITA     ,MTB   ,   0 ,     0 ,     1 ,  2 ,    1
2012_london_olympics                       ,JPN     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,NAM     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,NED     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,NOR     ,MTB   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,NZL     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,POL     ,MTB   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,POR     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,RSA     ,MTB   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,RUS     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,RWA     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,SLO     ,MTB   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,SUI     ,MTB   ,   0 ,     1 ,     0 ,  3 ,    2
2012_london_olympics                       ,SVK     ,MTB   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,SWE     ,MTB   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,UKR     ,MTB   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,USA     ,MTB   ,   0 ,     0 ,     1 ,  2 ,    2
2012_london_olympics                       ,ARG     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,AUS     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,BEL     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,BRA     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,BUL     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CAN     ,OWS   ,   0 ,     0 ,     1 ,  1 ,    1
2012_london_olympics                       ,CHN     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,CRO     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,CZE     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,ECU     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,EGY     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,ESP     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,FRA     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,GBR     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,GER     ,OWS   ,   0 ,     1 ,     0 ,  2 ,    1
2012_london_olympics                       ,GRE     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,GUM     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,HKG     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,HUN     ,OWS   ,   1 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ITA     ,OWS   ,   0 ,     0 ,     1 ,  1 ,    1
2012_london_olympics                       ,JPN     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,KAZ     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,MAS     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,MEX     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,POL     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,POR     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,RSA     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,RUS     ,OWS   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,SUI     ,OWS   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,TUN     ,OWS   ,   1 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,UKR     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,USA     ,OWS   ,   0 ,     1 ,     0 ,  1 ,    1
2012_london_olympics                       ,VEN     ,OWS   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ARG     ,SAL   ,   0 ,     0 ,     1 ,  4 ,    4
2012_london_olympics                       ,AUS     ,SAL   ,   3 ,     1 ,     0 ,  6 ,    7
2012_london_olympics                       ,AUT     ,SAL   ,   0 ,     0 ,     0 ,  6 ,    2
2012_london_olympics                       ,BEL     ,SAL   ,   0 ,     0 ,     1 ,  1 ,    2
2012_london_olympics                       ,BER     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,BLR     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,BRA     ,SAL   ,   0 ,     0 ,     1 ,  5 ,    4
2012_london_olympics                       ,BUL     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,CAN     ,SAL   ,   0 ,     0 ,     0 ,  9 ,    2
2012_london_olympics                       ,CHI     ,SAL   ,   0 ,     0 ,     0 ,  3 ,    0
2012_london_olympics                       ,CHN     ,SAL   ,   1 ,     0 ,     0 ,  5 ,    4
2012_london_olympics                       ,COK     ,SAL   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,COL     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,CRO     ,SAL   ,   0 ,     0 ,     0 ,  9 ,    3
2012_london_olympics                       ,CYP     ,SAL   ,   0 ,     1 ,     0 ,  2 ,    0
2012_london_olympics                       ,CZE     ,SAL   ,   0 ,     0 ,     0 ,  3 ,    1
2012_london_olympics                       ,DEN     ,SAL   ,   0 ,     1 ,     1 ,  7 ,    6
2012_london_olympics                       ,EGY     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,ESP     ,SAL   ,   2 ,     0 ,     0 ,  7 ,    7
2012_london_olympics                       ,EST     ,SAL   ,   0 ,     0 ,     0 ,  3 ,    2
2012_london_olympics                       ,FIN     ,SAL   ,   0 ,     1 ,     1 ,  6 ,    5
2012_london_olympics                       ,FRA     ,SAL   ,   0 ,     0 ,     1 ,  9 ,    7
2012_london_olympics                       ,GBR     ,SAL   ,   1 ,     4 ,     0 ,  9 ,    7
2012_london_olympics                       ,GER     ,SAL   ,   0 ,     0 ,     0 ,  8 ,    4
2012_london_olympics                       ,GRE     ,SAL   ,   0 ,     0 ,     0 ,  9 ,    2
2012_london_olympics                       ,GUA     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,HKG     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,HUN     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,IOA     ,SAL   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,IRL     ,SAL   ,   0 ,     0 ,     0 ,  7 ,    1
2012_london_olympics                       ,ISR     ,SAL   ,   0 ,     0 ,     0 ,  3 ,    4
2012_london_olympics                       ,ISV     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ITA     ,SAL   ,   0 ,     0 ,     0 ,  7 ,    4
2012_london_olympics                       ,JPN     ,SAL   ,   0 ,     0 ,     0 ,  5 ,    4
2012_london_olympics                       ,KGZ     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,KOR     ,SAL   ,   0 ,     0 ,     0 ,  4 ,    0
2012_london_olympics                       ,LCA     ,SAL   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,LTU     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,MAS     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,MEX     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,MNE     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,MON     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,NED     ,SAL   ,   1 ,     1 ,     1 ,  5 ,    6
2012_london_olympics                       ,NOR     ,SAL   ,   0 ,     0 ,     0 ,  4 ,    2
2012_london_olympics                       ,NZL     ,SAL   ,   1 ,     1 ,     0 ,  9 ,    6
2012_london_olympics                       ,PER     ,SAL   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,POL     ,SAL   ,   0 ,     0 ,     2 ,  7 ,    4
2012_london_olympics                       ,POR     ,SAL   ,   0 ,     0 ,     0 ,  8 ,    4
2012_london_olympics                       ,RSA     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,RUS     ,SAL   ,   0 ,     0 ,     0 ,  5 ,    5
2012_london_olympics                       ,SGP     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,SLO     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,SUI     ,SAL   ,   0 ,     0 ,     0 ,  5 ,    1
2012_london_olympics                       ,SWE     ,SAL   ,   1 ,     0 ,     1 ,  8 ,    6
2012_london_olympics                       ,THA     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,TPE     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,TTO     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,TUN     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,TUR     ,SAL   ,   0 ,     0 ,     0 ,  4 ,    1
2012_london_olympics                       ,UKR     ,SAL   ,   0 ,     0 ,     0 ,  3 ,    1
2012_london_olympics                       ,URU     ,SAL   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,USA     ,SAL   ,   0 ,     0 ,     0 ,  9 ,    7
2012_london_olympics                       ,VEN     ,SAL   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,ARG     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,AUS     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    8
2012_london_olympics                       ,AUT     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,BRA     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,CAN     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    9
2012_london_olympics                       ,CHN     ,SWA   ,   0 ,     1 ,     1 ,  0 ,    9
2012_london_olympics                       ,CZE     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,EGY     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    8
2012_london_olympics                       ,ESP     ,SWA   ,   0 ,     1 ,     1 ,  0 ,    8
2012_london_olympics                       ,FRA     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,GBR     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    9
2012_london_olympics                       ,GRE     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,HUN     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,ISR     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,ITA     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,JPN     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    9
2012_london_olympics                       ,KAZ     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,KOR     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,MEX     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,PRK     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,RUS     ,SWA   ,   2 ,     0 ,     0 ,  0 ,    9
2012_london_olympics                       ,SUI     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,UKR     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,USA     ,SWA   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,ARG     ,TEN   ,   0 ,     0 ,     1 ,  5 ,    2
2012_london_olympics                       ,AUS     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    4
2012_london_olympics                       ,AUT     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,BEL     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    2
2012_london_olympics                       ,BLR     ,TEN   ,   1 ,     0 ,     1 ,  2 ,    1
2012_london_olympics                       ,BRA     ,TEN   ,   0 ,     0 ,     0 ,  4 ,    0
2012_london_olympics                       ,BUL     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,CAN     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    2
2012_london_olympics                       ,CHN     ,TEN   ,   0 ,     0 ,     0 ,  0 ,    4
2012_london_olympics                       ,COL     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    1
2012_london_olympics                       ,CRO     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,CYP     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CZE     ,TEN   ,   0 ,     1 ,     0 ,  2 ,    6
2012_london_olympics                       ,DEN     ,TEN   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,ESP     ,TEN   ,   0 ,     0 ,     0 ,  6 ,    6
2012_london_olympics                       ,FIN     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,FRA     ,TEN   ,   0 ,     1 ,     1 ,  5 ,    2
2012_london_olympics                       ,GBR     ,TEN   ,   1 ,     1 ,     0 ,  4 ,    4
2012_london_olympics                       ,GEO     ,TEN   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,GER     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    5
2012_london_olympics                       ,HUN     ,TEN   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,IND     ,TEN   ,   0 ,     0 ,     0 ,  5 ,    2
2012_london_olympics                       ,ISR     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,ITA     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    4
2012_london_olympics                       ,JPN     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    0
2012_london_olympics                       ,KAZ     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,LIE     ,TEN   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,LUX     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,NED     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,NZL     ,TEN   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,PAR     ,TEN   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,POL     ,TEN   ,   0 ,     0 ,     0 ,  3 ,    4
2012_london_olympics                       ,ROU     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    3
2012_london_olympics                       ,RUS     ,TEN   ,   0 ,     1 ,     1 ,  4 ,    6
2012_london_olympics                       ,SLO     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    3
2012_london_olympics                       ,SRB     ,TEN   ,   0 ,     0 ,     0 ,  4 ,    2
2012_london_olympics                       ,SUI     ,TEN   ,   0 ,     1 ,     0 ,  2 ,    0
2012_london_olympics                       ,SVK     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,SWE     ,TEN   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,TPE     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,TUN     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,UKR     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,USA     ,TEN   ,   3 ,     0 ,     1 ,  6 ,    6
2012_london_olympics                       ,UZB     ,TEN   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,ARG     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,AUS     ,TRI   ,   0 ,     0 ,     1 ,  3 ,    3
2012_london_olympics                       ,AUT     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,BEL     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,BER     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,BRA     ,TRI   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,CAN     ,TRI   ,   0 ,     0 ,     0 ,  3 ,    2
2012_london_olympics                       ,CHI     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,CHN     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,COL     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CRC     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CZE     ,TRI   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,DEN     ,TRI   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,ECU     ,TRI   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,ESP     ,TRI   ,   0 ,     1 ,     0 ,  3 ,    3
2012_london_olympics                       ,FRA     ,TRI   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,GBR     ,TRI   ,   1 ,     0 ,     1 ,  3 ,    3
2012_london_olympics                       ,GER     ,TRI   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,HUN     ,TRI   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,IRL     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,ITA     ,TRI   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,JPN     ,TRI   ,   0 ,     0 ,     0 ,  2 ,    3
2012_london_olympics                       ,KOR     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,MEX     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,MON     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,MRI     ,TRI   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,NED     ,TRI   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,NZL     ,TRI   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,POL     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,POR     ,TRI   ,   0 ,     0 ,     0 ,  2 ,    0
2012_london_olympics                       ,RSA     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,RUS     ,TRI   ,   0 ,     0 ,     0 ,  3 ,    2
2012_london_olympics                       ,SLO     ,TRI   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,SUI     ,TRI   ,   1 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,SVK     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,SWE     ,TRI   ,   0 ,     1 ,     0 ,  0 ,    1
2012_london_olympics                       ,UKR     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    1
2012_london_olympics                       ,USA     ,TRI   ,   0 ,     0 ,     0 ,  2 ,    3
2012_london_olympics                       ,ZIM     ,TRI   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,ARG     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,AUS     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,AUT     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,BEL     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,BLR     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    2
2012_london_olympics                       ,BRA     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    3
2012_london_olympics                       ,CAN     ,TTE   ,   0 ,     0 ,     0 ,  3 ,    1
2012_london_olympics                       ,CGO     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,CHI     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,CHN     ,TTE   ,   4 ,     2 ,     0 ,  3 ,    3
2012_london_olympics                       ,CMR     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,COL     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
2012_london_olympics                       ,CRO     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    2
2012_london_olympics                       ,CUB     ,TTE   ,   0 ,     0 ,     0 ,  1 ,    0
2012_london_olympics                       ,CZE     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    2
2012_london_olympics                       ,DEN     ,TTE   ,   0 ,     0 ,     0 ,  2 ,    1
2012_london_olympics                       ,DJI     ,TTE   ,   0 ,     0 ,     0 ,  0 ,    1
