game,sport,code,"event",gold,silver,bronze
amsterdam-1928,athletics,ATH,"long jump men",USA,HAI,USA
amsterdam-1928,athletics,ATH,"marathon men",FRA,CHI,FIN
amsterdam-1928,athletics,ATH,"pole vault men",USA,USA,USA
amsterdam-1928,athletics,ATH,"shot put men",USA,USA,GER
amsterdam-1928,athletics,ATH,"triple jump men",JPN,USA,FIN
amsterdam-1928,boxing,BOX,"508  5352kg bantamweight men",ITA,USA,RSA
amsterdam-1928,boxing,BOX,"508kg flyweight men",HUN,FRA,ITA
amsterdam-1928,boxing,BOX,"5352  5715kg featherweight men",NED,ARG,USA
amsterdam-1928,boxing,BOX,"5715  6124kg lightweight men",ITA,USA,SWE
amsterdam-1928,boxing,BOX,"6124  6668kg welterweight men",NZL,ARG,CAN
amsterdam-1928,boxing,BOX,"6668  7257kg middleweight men",ITA,TCH,BEL
amsterdam-1928,boxing,BOX,"7257  7938kg lightheavyweight men",ARG,GER,NED
amsterdam-1928,boxing,BOX,"7938kg heavyweight men",ARG,SWE,DEN
amsterdam-1928,cycling-road,CRD,"individual time trial men",DEN,GBR,SWE
amsterdam-1928,cycling-road,CRD,"team time trial men",DEN,GBR,SWE
amsterdam-1928,cycling-track,CTR,"1km Pursuit men",FRA,NED,DEN
amsterdam-1928,cycling-track,CTR,"1km time trial men",DEN,NED,AUS
amsterdam-1928,cycling-track,CTR,"2000m tandem men",NED,GBR,GER
amsterdam-1928,cycling-track,CTR,"Team Pursuit 4000m men",ITA,NED,GBR
amsterdam-1928,diving,DIV,"10m platform men",USA,EGY,USA
amsterdam-1928,diving,DIV,"10m platform women",USA,USA,SWE
amsterdam-1928,diving,DIV,"3m springboard men",USA,USA,EGY
amsterdam-1928,diving,DIV,"3m springboard women",USA,USA,USA
amsterdam-1928,equestrian-dressage,EDR,"individual mixed",GER,FRA,SWE
amsterdam-1928,equestrian-dressage,EDR,"team mixed",GER,SWE,NED
amsterdam-1928,equestrian-eventing,EVE,"individual mixed",NED,NED,GER
amsterdam-1928,equestrian-eventing,EVE,"team mixed",NED,NOR,POL
amsterdam-1928,equestrian-jumping,EJP,"individual mixed",TCH,FRA,SUI
amsterdam-1928,equestrian-jumping,EJP,"team mixed",ESP,POL,SWE
amsterdam-1928,fencing,FEN,"foil individual men",FRA,GER,ITA
amsterdam-1928,fencing,FEN,"foil individual women",GER,GBR,GER
amsterdam-1928,fencing,FEN,"foil team men",ITA,FRA,ARG
amsterdam-1928,fencing,FEN,"sabre individual men",HUN,HUN,ITA
amsterdam-1928,fencing,FEN,"sabre team men",HUN,ITA,POL
amsterdam-1928,fencing,FEN,"épée individual men",FRA,FRA,USA
amsterdam-1928,fencing,FEN,"épée team men",ITA,FRA,POR
amsterdam-1928,football,FBL,"football men",URU,ARG,ITA
amsterdam-1928,gymnastics-artistic,GAR,"horizontal bar men",SUI,ITA,SUI
amsterdam-1928,gymnastics-artistic,GAR,"individual all-round men",SUI,SUI,YUG
amsterdam-1928,gymnastics-artistic,GAR,"parallel bars men",TCH,YUG,SUI
amsterdam-1928,gymnastics-artistic,GAR,"pommel horse men",SUI,SUI,FIN
amsterdam-1928,gymnastics-artistic,GAR,"rings men",YUG,TCH,TCH
amsterdam-1928,gymnastics-artistic,GAR,"team competition men",SUI,TCH,YUG
amsterdam-1928,gymnastics-artistic,GAR,"team competition women",NED,ITA,GBR
amsterdam-1928,gymnastics-artistic,GAR,"vault men",SUI,TCH,YUG
amsterdam-1928,hockey,HOC,"hockey men",IND,NED,GER
amsterdam-1928,modern-pentathlon,MPN,"Individual competition men",SWE,SWE,GER
amsterdam-1928,rowing,ROW,"double sculls 2x men",USA,CAN,AUT
amsterdam-1928,rowing,ROW,"eight with coxswain 8 men",USA,GBR,CAN
amsterdam-1928,rowing,ROW,"four without coxswain 4 men",GBR,USA,ITA
amsterdam-1928,rowing,ROW,"four-oared shell with coxswain men",ITA,SUI,POL
amsterdam-1928,rowing,ROW,"pair without coxswain 2 men",GER,GBR,USA
amsterdam-1928,rowing,ROW,"pair-oared shell with coxswain men",SUI,FRA,BEL
amsterdam-1928,rowing,ROW,"single sculls 1x men",AUS,USA,GBR
amsterdam-1928,sailing,SAL,"6m mixed",NOR,DEN,EST
amsterdam-1928,sailing,SAL,"8m mixed",FRA,NED,SWE
amsterdam-1928,swimming,SWM,"100m backstroke men",USA,USA,USA
amsterdam-1928,swimming,SWM,"100m backstroke women",NED,GBR,GBR
amsterdam-1928,swimming,SWM,"100m freestyle men",USA,HUN,JPN
amsterdam-1928,swimming,SWM,"100m freestyle women",USA,USA,GBR
amsterdam-1928,swimming,SWM,"1500m freestyle men",SWE,AUS,USA
amsterdam-1928,swimming,SWM,"200m breaststroke men",JPN,GER,PHI
amsterdam-1928,swimming,SWM,"200m breaststroke women",GER,NED,GER
amsterdam-1928,swimming,SWM,"400m freestyle men",ARG,AUS,SWE
amsterdam-1928,swimming,SWM,"400m freestyle women",USA,NED,USA
amsterdam-1928,swimming,SWM,"4x100m freestyle relay women",USA,GBR,RSA
amsterdam-1928,swimming,SWM,"4x200m freestyle relay men",USA,JPN,CAN
amsterdam-1928,water-polo,WPO,"water polo men",GER,HUN,FRA
amsterdam-1928,weightlifting,WLF,60-67.5kg lightweight men,GER+AUT,,FRA,
amsterdam-1928,weightlifting,WLF,"60kg featherweight men",AUT,ITA,GER
amsterdam-1928,weightlifting,WLF,"67.5-75kg middleweight men",FRA,ITA,NED
amsterdam-1928,weightlifting,WLF,"75-82.5kg total lightheavyweight men",EGY,FRA,NED
amsterdam-1928,weightlifting,WLF,"82.5kg heavyweight men",GER,EST,TCH
amsterdam-1928,wrestling,WRE,"Bantamweight Freestyle (≤56 kilograms) Men",FIN,BEL,CAN
amsterdam-1928,wrestling,WRE,"Bantamweight Greco-Roman (≤58 kilograms) Men",GER,TCH,ITA
amsterdam-1928,wrestling,WRE,"Featherweight Freestyle (≤61 kilograms) Men",USA,FIN,SUI
amsterdam-1928,wrestling,WRE,"Featherweight Greco-Roman (≤60 kilograms) Men",EST,SWE,ITA
amsterdam-1928,wrestling,WRE,"Heavyweight Freestyle (>87 kilograms) Men",SWE,FIN,FRA
amsterdam-1928,wrestling,WRE,"Heavyweight Greco-Roman (>82.5 kilograms) Men",SWE,FIN,GER
amsterdam-1928,wrestling,WRE,"Light-Heavyweight Freestyle (≤87 kilograms) Men",SWE,SUI,FRA
amsterdam-1928,wrestling,WRE,"Light-Heavyweight Greco-Roman (≤82.5 kilograms) Men",EGY,GER,FIN
amsterdam-1928,wrestling,WRE,"Lightweight Freestyle (≤66 kilograms) Men",EST,FRA,FIN
amsterdam-1928,wrestling,WRE,"Lightweight Greco-Roman (≤67.5 kilograms) Men",HUN,GER,FIN
amsterdam-1928,wrestling,WRE,"Middleweight Freestyle (≤79 kilograms) Men",SUI,CAN,GBR
amsterdam-1928,wrestling,WRE,"Middleweight Greco-Roman (≤75 kilograms) Men",FIN,HUN,EST
amsterdam-1928,wrestling,WRE,"Welterweight Freestyle (≤72 kilograms) Men",FIN,USA,CAN
st-moritz-1928,bobsleigh,BOB,"fiveman men",USA,USA,GER
st-moritz-1928,cross-country-skiing,CCS,"18km men",NOR,NOR,NOR
st-moritz-1928,cross-country-skiing,CCS,"50km men",SWE,SWE,SWE
st-moritz-1928,figure-skating,FSK,"Individual men",SWE,AUT,BEL
st-moritz-1928,figure-skating,FSK,"Individual women",NOR,AUT,USA
st-moritz-1928,figure-skating,FSK,"Pairs mixed",FRA,AUT,AUT
st-moritz-1928,ice-hockey,IHO,"ice hockey men",CAN,SWE,SUI
st-moritz-1928,nordic-combined,NCB,"Individual men",NOR,NOR,NOR
st-moritz-1928,skeleton,SKN,"Individual men",USA,USA,GBR
st-moritz-1928,ski-jumping,SJP,"Normal Hill Individual men",NOR,NOR,TCH
st-moritz-1928,speed-skating,SSK,"1500m men",FIN,NOR,NOR
st-moritz-1928,speed-skating,SSK,"5000m men",NOR,FIN,NOR
st-moritz-1928,speed-skating,SSK,500m men,NOR+FIN,,USA+FIN+NOR,
paris-1924,athletics,ATH,"10000m men",FIN,SWE,FIN
paris-1924,athletics,ATH,"10000m walk men",ITA,GBR,RSA
paris-1924,athletics,ATH,"100m men",GBR,USA,NZL
paris-1924,athletics,ATH,"110m hurdles men",USA,RSA,SWE
paris-1924,athletics,ATH,"1500m men",FIN,SUI,GBR
paris-1924,athletics,ATH,"200m men",USA,USA,GBR
paris-1924,athletics,ATH,"3000m steeplechase men",FIN,FIN,FRA
paris-1924,athletics,ATH,"3000m team men",FIN,GBR,USA
paris-1924,athletics,ATH,"400m hurdles men",USA,FIN,USA
paris-1924,athletics,ATH,"400m men",GBR,USA,GBR
paris-1924,athletics,ATH,"4x100m relay men",USA,GBR,NED
paris-1924,athletics,ATH,"4x400m relay men",USA,SWE,GBR
paris-1924,athletics,ATH,"5000m men",FIN,FIN,SWE
paris-1924,athletics,ATH,"800m men",GBR,SUI,USA
paris-1924,athletics,ATH,"cross country individual men",FIN,FIN,USA
paris-1924,athletics,ATH,"cross country team men",FIN,USA,FRA
paris-1924,athletics,ATH,"decathlon men",USA,USA,EST
paris-1924,athletics,ATH,"discus throw men",USA,FIN,USA
paris-1924,athletics,ATH,"hammer throw men",USA,USA,GBR
paris-1924,athletics,ATH,"high jump men",USA,USA,FRA
paris-1924,athletics,ATH,"javelin throw men",FIN,SWE,USA
paris-1924,athletics,ATH,"long jump men",USA,USA,NOR
paris-1924,athletics,ATH,"marathon men",FIN,ITA,USA
paris-1924,athletics,ATH,"pentathlon men",FIN,HUN,USA
paris-1924,athletics,ATH,"pole vault men",USA,USA,USA
paris-1924,athletics,ATH,"shot put men",USA,USA,USA
paris-1924,athletics,ATH,"triple jump men",AUS,ARG,FIN
paris-1924,boxing,BOX,"508  5352kg bantamweight men",RSA,USA,FRA
paris-1924,boxing,BOX,"508kg flyweight men",USA,GBR,USA
paris-1924,boxing,BOX,"5352  5715kg featherweight men",USA,USA,ARG
paris-1924,boxing,BOX,"5715  6124kg lightweight men",DEN,ARG,USA
paris-1924,boxing,BOX,"6124  6668kg welterweight men",BEL,ARG,CAN
paris-1924,boxing,BOX,"6668  7257kg middleweight men",NOR,DEN,ARG
paris-1924,boxing,BOX,"7257  7938kg lightheavyweight men",GBR,DEN,NOR
paris-1924,boxing,BOX,"7938kg heavyweight men",GBR,GBR,BEL
paris-1924,cycling-road,CRD,"individual road race men",FRA,BEL,FRA
paris-1924,cycling-road,CRD,"team time trial men",FRA,BEL,SWE
paris-1924,cycling-track,CTR,"2000m tandem men",FRA,DEN,NED
paris-1924,cycling-track,CTR,"50km men",NED,GBR,GBR
paris-1924,cycling-track,CTR,"Sprint individual men",FRA,NED,FRA
paris-1924,cycling-track,CTR,"Team Pursuit 4000m men",ITA,POL,BEL
paris-1924,diving,DIV,"10m platform men",USA,USA,USA
paris-1924,diving,DIV,"10m platform women",USA,USA,SWE
paris-1924,diving,DIV,"3m springboard men",USA,USA,USA
paris-1924,diving,DIV,"3m springboard women",USA,USA,USA
paris-1924,diving,DIV,"plain high diving men",AUS,SWE,GBR
paris-1924,equestrian-dressage,EDR,"individual mixed",SWE,SWE,FRA
paris-1924,equestrian-eventing,EVE,"individual mixed",NED,DEN,USA
paris-1924,equestrian-eventing,EVE,"team mixed",NED,SWE,ITA
paris-1924,equestrian-jumping,EJP,"individual mixed",SUI,ITA,POL
paris-1924,equestrian-jumping,EJP,"team mixed",SWE,SUI,POR
paris-1924,fencing,FEN,"foil individual men",FRA,FRA,BEL
paris-1924,fencing,FEN,"foil individual women",DEN,GBR,DEN
paris-1924,fencing,FEN,"foil team men",FRA,BEL,HUN
paris-1924,fencing,FEN,"sabre individual men",HUN,FRA,HUN
paris-1924,fencing,FEN,"sabre team men",ITA,HUN,NED
paris-1924,fencing,FEN,"épée individual men",BEL,FRA,SWE
paris-1924,fencing,FEN,"épée team men",FRA,BEL,ITA
paris-1924,football,FBL,"football men",URU,SUI,SWE
paris-1924,gymnastics-artistic,GAR,Sidehorse vault men,FRA,FRA+FRA,,
paris-1924,gymnastics-artistic,GAR,"horizontal bar men",YUG,SUI,FRA
paris-1924,gymnastics-artistic,GAR,"individual all-round men",YUG,TCH,TCH
paris-1924,gymnastics-artistic,GAR,"parallel bars men",SUI,TCH,ITA
paris-1924,gymnastics-artistic,GAR,"pommel horse men",SUI,SUI,SUI
paris-1924,gymnastics-artistic,GAR,"rings men",ITA,TCH,TCH
paris-1924,gymnastics-artistic,GAR,"rope climbing men",TCH,FRA,SUI+TCH
paris-1924,gymnastics-artistic,GAR,"team competition men",ITA,FRA,SUI
paris-1924,gymnastics-artistic,GAR,"vault men",USA,TCH,TCH
paris-1924,modern-pentathlon,MPN,"Individual competition men",SWE,SWE,SWE
paris-1924,polo,POL,"polo men",ARG,USA,GBR
paris-1924,rowing,ROW,"double sculls 2x men",USA,FRA,SUI
paris-1924,rowing,ROW,"eight with coxswain 8 men",USA,CAN,ITA
paris-1924,rowing,ROW,"four without coxswain 4 men",GBR,CAN,SUI
paris-1924,rowing,ROW,"four-oared shell with coxswain men",SUI,ITA,USA
paris-1924,rowing,ROW,pair without coxswain 2 men,NED,FRA,,
paris-1924,rowing,ROW,"pair-oared shell with coxswain men",SUI,FRA,USA
paris-1924,rowing,ROW,"single sculls 1x men",GBR,USA,SUI
paris-1924,rugby,RUG,"rugby men",USA,FRA,ROU
paris-1924,sailing,SAL,"6m mixed",NOR,DEN,NED
paris-1924,sailing,SAL,"8m mixed",NOR,GBR,FRA
paris-1924,sailing,SAL,"olympic class monotype mixed",BEL,NOR,FIN
paris-1924,shooting,SHO,"100m running deer double shots men",NOR,GBR,SWE
paris-1924,shooting,SHO,"100m running deer double shots team men",GBR,NOR,SWE
paris-1924,shooting,SHO,"100m running deer single shots men",USA,GBR,NOR
paris-1924,shooting,SHO,"100m running deer single shots team men",NOR,SWE,USA
paris-1924,shooting,SHO,"25m rapid fire pistol 60 shots men",USA,SWE,FIN
paris-1924,shooting,SHO,"400 600 800m free rifle team men",USA,FRA,HAI
paris-1924,shooting,SHO,"50m rifle prone 60 shots men",FRA,USA,SUI
paris-1924,shooting,SHO,"600m free rifle individual men",USA,USA,DEN
paris-1924,shooting,SHO,"clay pigeons team men",USA,CAN,FIN
paris-1924,shooting,SHO,"trap 125 targets men",HUN,FIN,USA
paris-1924,swimming,SWM,"100m backstroke men",USA,USA,HUN
paris-1924,swimming,SWM,"100m backstroke women",USA,GBR,USA
paris-1924,swimming,SWM,"100m freestyle men",USA,USA,USA
paris-1924,swimming,SWM,"100m freestyle women",USA,USA,USA
paris-1924,swimming,SWM,"1500m freestyle men",AUS,SWE,AUS
paris-1924,swimming,SWM,"200m breaststroke men",USA,BEL,USA
paris-1924,swimming,SWM,"200m breaststroke women",GBR,USA,GBR
paris-1924,swimming,SWM,"400m freestyle men",USA,SWE,AUS
paris-1924,swimming,SWM,"400m freestyle women",USA,USA,USA
paris-1924,swimming,SWM,"4x100m freestyle relay women",USA,GBR,SWE
paris-1924,swimming,SWM,"4x200m freestyle relay men",USA,AUS,SWE
paris-1924,tennis,TEN,"Singles men",USA,FRA,ITA
paris-1924,tennis,TEN,"Singles women",USA,FRA,GBR
paris-1924,tennis,TEN,"doubles men",USA,FRA,FRA
paris-1924,tennis,TEN,"doubles women",USA,GBR,GBR
paris-1924,tennis,TEN,"mixed doubles mixed",USA,USA,NED
paris-1924,water-polo,WPO,"water polo men",FRA,BEL,USA
paris-1924,weightlifting,WLF,"60  675kg onetwo hand 5 events lightweight men",FRA,AUT,TCH
paris-1924,weightlifting,WLF,"60kg onetwo hand 5 events featherweight men",ITA,AUT,SUI
paris-1924,weightlifting,WLF,"675  75kg onetwo hand 5 events middleweight men",ITA,EST,EST
paris-1924,weightlifting,WLF,"75  825kg onetwo hand 5 e lightheavyweight men",FRA,SUI,AUT
paris-1924,weightlifting,WLF,"825kg onetwo hand 5 events heavyweight men",ITA,AUT,EST
paris-1924,wrestling,WRE,"Bantamweight Freestyle (≤56 kilograms) Men",FIN,FIN,USA
paris-1924,wrestling,WRE,"Bantamweight Greco-Roman (≤58 kilograms) Men",EST,FIN,FIN
paris-1924,wrestling,WRE,"Featherweight Freestyle (≤61 kilograms) Men",USA,USA,JPN
paris-1924,wrestling,WRE,"Featherweight Greco-Roman (≤62 kilograms) Men",FIN,FIN,SWE
paris-1924,wrestling,WRE,"Heavyweight Freestyle (>87 kilograms) Men",USA,SUI,GBR
paris-1924,wrestling,WRE,"Heavyweight Greco-Roman (>82.5 kilograms) Men",FRA,FIN,HUN
paris-1924,wrestling,WRE,"Light-Heavyweight Freestyle (≤87 kilograms) Men",USA,SWE,SUI
paris-1924,wrestling,WRE,"Light-Heavyweight Greco-Roman (≤82.5 kilograms) Men",SWE,SWE,FIN
paris-1924,wrestling,WRE,"Lightweight Freestyle (≤66 kilograms) Men",USA,FIN,FIN
paris-1924,wrestling,WRE,"Lightweight Greco-Roman (≤67.5 kilograms) Men",FIN,HUN,FIN
paris-1924,wrestling,WRE,"Middleweight Freestyle (≤79 kilograms) Men",SUI,BEL,FIN
paris-1924,wrestling,WRE,"Middleweight Greco-Roman (≤75 kilograms) Men",FIN,FIN,EST
paris-1924,wrestling,WRE,"Welterweight Freestyle (≤72 kilograms) Men",SUI,FIN,SUI
chamonix-1924,bobsleigh,BOB,"four-man men",SUI,GBR,BEL
chamonix-1924,cross-country-skiing,CCS,"18km men",NOR,NOR,FIN
chamonix-1924,cross-country-skiing,CCS,"50km men",NOR,NOR,NOR
chamonix-1924,curling,CUR,"curling men",GBR,SWE,FRA
chamonix-1924,figure-skating,FSK,"Individual men",SWE,AUT,SUI
chamonix-1924,figure-skating,FSK,"Individual women",AUT,USA,GBR
chamonix-1924,figure-skating,FSK,"Pairs mixed",AUT,FIN,FRA
chamonix-1924,ice-hockey,IHO,"ice hockey men",CAN,USA,GBR
chamonix-1924,military-patrol,MPT,"Military Patrol men",SUI,FIN,FRA
chamonix-1924,nordic-combined,NCB,"Individual men",NOR,NOR,NOR
chamonix-1924,ski-jumping,SJP,"Normal Hill Individual men",NOR,NOR,USA
chamonix-1924,speed-skating,SSK,"10000m men",FIN,FIN,NOR
chamonix-1924,speed-skating,SSK,"1500m men",FIN,NOR,NOR
chamonix-1924,speed-skating,SSK,"5000m men",FIN,FIN,NOR
chamonix-1924,speed-skating,SSK,"500m men",USA,NOR,NOR+FIN
chamonix-1924,speed-skating,SSK,"combined 4 events men",FIN,NOR,FIN
antwerp-1920,archery,ARC,"fixed bird target large birds men",BEL,BEL,BEL
antwerp-1920,archery,ARC,fixed bird target large birds teams men,BEL,,,
antwerp-1920,archery,ARC,fixed bird target small bird teams men,BEL,,,
antwerp-1920,archery,ARC,"fixed bird target small birds men",BEL,BEL,BEL
antwerp-1920,archery,ARC,moving bird target 28m men,BEL,FRA,,
antwerp-1920,archery,ARC,"moving bird target 28m teams men",NED,BEL,FRA
antwerp-1920,archery,ARC,moving bird target 33m men,BEL,FRA,,
antwerp-1920,archery,ARC,moving bird target 33m teams men,BEL,FRA,,
antwerp-1920,archery,ARC,moving bird target 50m men,FRA,BEL,,
antwerp-1920,archery,ARC,moving bird target 50m teams men,BEL,FRA,,
antwerp-1920,athletics,ATH,"10000m men",FIN,FRA,GBR
antwerp-1920,athletics,ATH,"10000m walk men",ITA,USA,GBR
antwerp-1920,athletics,ATH,"100m men",USA,USA,GBR
antwerp-1920,athletics,ATH,"110m hurdles men",CAN,USA,USA
antwerp-1920,athletics,ATH,"1500m men",GBR,GBR,USA
antwerp-1920,athletics,ATH,"200m men",USA,USA,GBR
antwerp-1920,athletics,ATH,"3000m steeplechase men",GBR,USA,ITA
antwerp-1920,athletics,ATH,"3000m team men",USA,GBR,SWE
antwerp-1920,athletics,ATH,"3000m walk men",ITA,AUS,USA
antwerp-1920,athletics,ATH,"400m hurdles men",USA,USA,USA
antwerp-1920,athletics,ATH,"400m men",RSA,GBR,SWE
antwerp-1920,athletics,ATH,"4x100m relay men",USA,FRA,SWE
antwerp-1920,athletics,ATH,"4x400m relay men",GBR,RSA,FRA
antwerp-1920,athletics,ATH,"5000m men",FRA,FIN,SWE
antwerp-1920,athletics,ATH,"56lb weight throw 254kg men",USA,USA,SWE
antwerp-1920,athletics,ATH,"800m men",GBR,USA,RSA
antwerp-1920,athletics,ATH,"cross country individual men",FIN,SWE,FIN
antwerp-1920,athletics,ATH,"cross country team men",FIN,GBR,SWE
antwerp-1920,athletics,ATH,"decathlon men",NOR,USA,SWE
antwerp-1920,athletics,ATH,"discus throw men",FIN,FIN,USA
antwerp-1920,athletics,ATH,"hammer throw men",USA,SWE,USA
antwerp-1920,athletics,ATH,"high jump men",USA,USA,SWE
antwerp-1920,athletics,ATH,"javelin throw men",FIN,FIN,FIN
antwerp-1920,athletics,ATH,"long jump men",SWE,USA,SWE
antwerp-1920,athletics,ATH,"marathon men",FIN,EST,ITA
antwerp-1920,athletics,ATH,"pentathlon men",FIN,USA,FIN
antwerp-1920,athletics,ATH,"pole vault men",USA,DEN,USA
antwerp-1920,athletics,ATH,"shot put men",FIN,FIN,USA
antwerp-1920,athletics,ATH,"triple jump men",FIN,SWE,SWE
antwerp-1920,boxing,BOX,"508  5352kg bantamweight men",RSA,CAN,GBR
antwerp-1920,boxing,BOX,"508kg flyweight men",USA,DEN,GBR
antwerp-1920,boxing,BOX,"5352  5715kg featherweight men",FRA,FRA,ITA
antwerp-1920,boxing,BOX,"5715  6124kg lightweight men",USA,DEN,CAN
antwerp-1920,boxing,BOX,"6124  6668kg welterweight men",CAN,GBR,USA
antwerp-1920,boxing,BOX,"6668  7257kg middleweight men",GBR,CAN,CAN
antwerp-1920,boxing,BOX,"7257  7938kg lightheavyweight men",USA,NOR,GBR
antwerp-1920,boxing,BOX,"7938kg heavyweight men",GBR,DEN,FRA
antwerp-1920,cycling-road,CRD,"individual time trial men",SWE,RSA,FRA
antwerp-1920,cycling-road,CRD,"team time trial men",FRA,SWE,BEL
antwerp-1920,cycling-track,CTR,"2000m tandem men",GBR,RSA,NED
antwerp-1920,cycling-track,CTR,"50km men",BEL,GBR,NED
antwerp-1920,cycling-track,CTR,"Sprint individual men",NED,GBR,GBR
antwerp-1920,cycling-track,CTR,"Team Pursuit 4000m men",ITA,GBR,RSA
antwerp-1920,diving,DIV,"10m platform men",USA,SWE,USA
antwerp-1920,diving,DIV,"10m platform women",DEN,GBR,SWE
antwerp-1920,diving,DIV,"3m springboard men",USA,USA,USA
antwerp-1920,diving,DIV,"3m springboard women",USA,USA,USA
antwerp-1920,diving,DIV,"plain high diving men",SWE,SWE,SWE
antwerp-1920,equestrian-dressage,EDR,"individual mixed",SWE,SWE,SWE
antwerp-1920,equestrian-eventing,EVE,"individual mixed",SWE,SWE,ITA
antwerp-1920,equestrian-eventing,EVE,"team mixed",SWE,ITA,BEL
antwerp-1920,equestrian-jumping,EJP,"individual mixed",ITA,ITA,SWE
antwerp-1920,equestrian-jumping,EJP,"team mixed",SWE,BEL,ITA
antwerp-1920,fencing,FEN,"foil individual men",ITA,FRA,FRA
antwerp-1920,fencing,FEN,"foil team men",ITA,FRA,USA
antwerp-1920,fencing,FEN,"sabre individual men",ITA,ITA,NED
antwerp-1920,fencing,FEN,"sabre team men",ITA,FRA,NED
antwerp-1920,fencing,FEN,"épée individual men",FRA,FRA,FRA
antwerp-1920,fencing,FEN,"épée team men",ITA,BEL,FRA
antwerp-1920,figure-skating,FSK,"Individual men",SWE,NOR,NOR
antwerp-1920,figure-skating,FSK,"Individual women",SWE,SWE,USA
antwerp-1920,figure-skating,FSK,"Pairs mixed",FIN,NOR,GBR
antwerp-1920,football,FBL,"football men",BEL,ESP,NED
antwerp-1920,gymnastics-artistic,GAR,"individual all-round men",ITA,FRA,FRA
antwerp-1920,gymnastics-artistic,GAR,"team Swedish system men",SWE,DEN,BEL
antwerp-1920,gymnastics-artistic,GAR,"team competition men",ITA,BEL,FRA
antwerp-1920,gymnastics-artistic,GAR,team free system men,DEN,NOR,,
antwerp-1920,hockey,HOC,"hockey men",GBR,DEN,BEL
antwerp-1920,ice-hockey,IHO,"ice hockey men",CAN,USA,TCH
antwerp-1920,modern-pentathlon,MPN,"Individual competition men",SWE,SWE,SWE
antwerp-1920,polo,POL,"polo men",GBR,ESP,USA
antwerp-1920,rowing,ROW,"double sculls 2x men",USA,ITA,FRA
antwerp-1920,rowing,ROW,"eight with coxswain 8 men",USA,GBR,NOR
antwerp-1920,rowing,ROW,"four-oared shell with coxswain men",SUI,USA,NOR
antwerp-1920,rowing,ROW,"pair-oared shell with coxswain men",ITA,FRA,SUI
antwerp-1920,rowing,ROW,"single sculls 1x men",USA,GBR,NZL
antwerp-1920,rugby,RUG,rugby men,USA,FRA,,
antwerp-1920,sailing,SAL,10m rating 1907 mixed,NOR,,,
antwerp-1920,sailing,SAL,10m rating 1919 mixed,NOR,,,
antwerp-1920,sailing,SAL,12 foot dinghy mixed,NED,NED,,
antwerp-1920,sailing,SAL,12m rating 1907 mixed,NOR,,,
antwerp-1920,sailing,SAL,12m rating 1919 mixed,NOR,,,
antwerp-1920,sailing,SAL,30m sq mixed,SWE,,,
antwerp-1920,sailing,SAL,40m sq mixed,SWE,SWE,,
antwerp-1920,sailing,SAL,65m rating 1919 mixed,NED,FRA,,
antwerp-1920,sailing,SAL,"6m rating 1907 mixed",BEL,NOR,NOR
antwerp-1920,sailing,SAL,6m rating 1919 men,NOR,BEL,,
antwerp-1920,sailing,SAL,7m mixed,GBR,NOR,,
antwerp-1920,sailing,SAL,8m rating 1907 mixed,NOR,,,
antwerp-1920,sailing,SAL,"8m rating 1919 men",NOR,NOR,BEL
antwerp-1920,shooting,SHO,"100m running deer double shots men",NOR,SWE,NOR
antwerp-1920,shooting,SHO,"100m running deer double shots team men",NOR,SWE,FIN
antwerp-1920,shooting,SHO,"100m running deer single shots men",NOR,SWE,NOR
antwerp-1920,shooting,SHO,"100m running deer single shots team men",NOR,FIN,USA
antwerp-1920,shooting,SHO,"25m rapid fire pistol 60 shots men",BRA,USA,SUI
antwerp-1920,shooting,SHO,"300600m free rifle team prone men",USA,NOR,SUI
antwerp-1920,shooting,SHO,"300m free rifle 3 positions 3 men",USA,DEN,NOR
antwerp-1920,shooting,SHO,"300m free rifle prone team men",USA,FRA,FIN
antwerp-1920,shooting,SHO,"300m free rifle standing team men",DEN,USA,SWE
antwerp-1920,shooting,SHO,"30m army pistol team men",USA,GRE,SUI
antwerp-1920,shooting,SHO,"50m army pistol team men",USA,SWE,BRA
antwerp-1920,shooting,SHO,"50m pistol 60 shots men",USA,BRA,USA
antwerp-1920,shooting,SHO,"50m small bore rifle standing individual men",USA,USA,USA
antwerp-1920,shooting,SHO,"50m small bore rifle team men",USA,SWE,NOR
antwerp-1920,shooting,SHO,"600m free rifle prone men",SWE,SWE,USA
antwerp-1920,shooting,SHO,"600m free rifle team men",USA,RSA,SWE
antwerp-1920,shooting,SHO,"army rifle 300m prone men",NOR,FRA,SUI
antwerp-1920,shooting,SHO,"army rifle 300m standing men",USA,DEN,USA
antwerp-1920,shooting,SHO,"clay pigeons team men",USA,BEL,SWE
antwerp-1920,shooting,SHO,"clay pigeons individual men",USA,USA,USA
antwerp-1920,shooting,SHO,"free rifle team men",USA,NOR,SUI
antwerp-1920,swimming,SWM,"100m backstroke men",USA,USA,BEL
antwerp-1920,swimming,SWM,"100m freestyle men",USA,USA,USA
antwerp-1920,swimming,SWM,"100m freestyle women",USA,USA,USA
antwerp-1920,swimming,SWM,"1500m freestyle men",USA,CAN,AUS
antwerp-1920,swimming,SWM,"200m breaststroke men",SWE,SWE,FIN
antwerp-1920,swimming,SWM,"300m freestyle women",USA,USA,USA
